Average
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
3488630.9550827728
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
5681756.822035622
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
4785493.619882982
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
3419932.309068576
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4158877.908278042
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
4925590.858775391
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
2367631.659711927
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
585757.8117800785
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
841571.6081869856
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
2278126.3174945842
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
4468996.854991788
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
3899261.7302915975
