Bandwidth_MBps
1880000.0
1810000.0
1810000.0
2880000.0
4490000.0
4500000.0
4490000.0
4500000.0
4490000.0
4490000.0
4500000.0
4490000.0
4500000.0
4490000.0
4500000.0
3600000.0
3550000.0
3550000.0
3550000.0
3550000.0
3550000.0
3550000.0
3550000.0
3550000.0
3550000.0
3550000.0
3550000.0
3540000.0
3550000.0
3550000.0
2020000.0
1780000.0
1780000.0
1780000.0
1780000.0
1780000.0
1780000.0
1780000.0
1780000.0
1780000.0
1780000.0
1780000.0
1780000.0
1780000.0
1780000.0
2550000.0
2800000.0
2800000.0
2800000.0
2800000.0
2800000.0
2800000.0
2800000.0
2800000.0
2800000.0
2800000.0
2800000.0
2800000.0
2800000.0
2800000.0
3620000.0
4099999.9999999995
4099999.9999999995
4099999.9999999995
4099999.9999999995
4099999.9999999995
4099999.9999999995
4099999.9999999995
4099999.9999999995
4099999.9999999995
4099999.9999999995
4099999.9999999995
4099999.9999999995
4099999.9999999995
4099999.9999999995
4139999.9999999995
4160000.0
4160000.0
4160000.0
4170000.0
4170000.0
4160000.0
4170000.0
4160000.0
4160000.0
4160000.0
4160000.0
4170000.0
4170000.0
4160000.0
3250000.0
2430000.0
2430000.0
2430000.0
2440000.0
2430000.0
2430000.0
2440000.0
2430000.0
2430000.0
2440000.0
2430000.0
2440000.0
2430000.0
2430000.0
3350000.0
4430000.0
4440000.0
4440000.0
4430000.0
4440000.0
4440000.0
4430000.0
4440000.0
4440000.0
4440000.0
4430000.0
4440000.0
4440000.0
4430000.0
4410000.0
4370000.0
4370000.0
4370000.0
4370000.0
4360000.0
4370000.0
4370000.0
4360000.0
4370000.0
4370000.0
4370000.0
4370000.0
4370000.0
4370000.0
3620000.0
2220000.0
2220000.0
2220000.0
2220000.0
2220000.0
2220000.0
2220000.0
2220000.0
2220000.0
2220000.0
2220000.0
2220000.0
2220000.0
2220000.0
1940000.0
1190000.0
1190000.0
1190000.0
1190000.0
1190000.0
1190000.0
1190000.0
1190000.0
1190000.0
1190000.0
1190000.0
